Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:46:06.419000,ALB,23,0 days 00:01:55.742000,21.0,2.0,,,0 days 00:00:32.550000,0 days 00:00:52.411000,0 days 00:00:30.781000,0 days 01:44:43.286000,0 days 01:45:35.697000,0 days 01:46:06.478000,312.0,180.0,208.0,310.0,False,HARD,11.0,True,Williams,0 days 01:44:10.677000,,1,9.0,,,False,True
0 days 01:48:02.068000,ALB,23,0 days 00:01:55.649000,22.0,2.0,,,0 days 00:00:32.525000,0 days 00:00:52.139000,0 days 00:00:30.985000,0 days 01:46:39.003000,0 days 01:47:31.142000,0 days 01:48:02.127000,311.0,179.0,208.0,310.0,False,HARD,12.0,True,Williams,0 days 01:46:06.419000,,1,9.0,,,False,True
0 days 01:49:57.980000,ALB,23,0 days 00:01:55.912000,23.0,2.0,,,0 days 00:00:32.670000,0 days 00:00:52.117000,0 days 00:00:31.125000,0 days 01:48:34.797000,0 days 01:49:26.914000,0 days 01:49:58.039000,311.0,179.0,202.0,311.0,False,HARD,13.0,True,Williams,0 days 01:48:02.068000,,1,9.0,,,False,True
0 days 01:51:54.082000,ALB,23,0 days 00:01:56.102000,24.0,2.0,,,0 days 00:00:32.559000,0 days 00:00:52.506000,0 days 00:00:31.037000,0 days 01:50:30.598000,0 days 01:51:23.104000,0 days 01:51:54.141000,313.0,177.0,207.0,313.0,False,HARD,14.0,True,Williams,0 days 01:49:57.980000,,1,9.0,,,False,True
0 days 01:53:50.200000,ALB,23,0 days 00:01:56.118000,25.0,2.0,,,0 days 00:00:32.739000,0 days 00:00:52.298000,0 days 00:00:31.081000,0 days 01:52:26.880000,0 days 01:53:19.178000,0 days 01:53:50.259000,319.0,177.0,210.0,312.0,False,HARD,15.0,True,Williams,0 days 01:51:54.082000,,1,9.0,,,False,True
0 days 01:55:50.255000,ALB,23,0 days 00:02:00.055000,26.0,2.0,,0 days 01:55:46.581000,0 days 00:00:32.426000,0 days 00:00:52.318000,0 days 00:00:35.311000,0 days 01:54:22.685000,0 days 01:55:15.003000,0 days 01:55:50.314000,317.0,179.0,,312.0,False,HARD,16.0,True,Williams,0 days 01:53:50.200000,,1,11.0,,,False,False
0 days 01:57:58.317000,ALB,23,0 days 00:02:08.062000,27.0,3.0,0 days 01:56:10.981000,,0 days 00:00:47.892000,0 days 00:00:49.918000,0 days 00:00:30.252000,0 days 01:56:38.206000,0 days 01:57:28.124000,0 days 01:57:58.376000,322.0,193.0,214.0,308.0,False,MEDIUM,1.0,True,Williams,0 days 01:55:50.255000,,1,16.0,,,False,False
0 days 01:59:51.372000,ALB,23,0 days 00:01:53.055000,28.0,3.0,,,0 days 00:00:31.908000,0 days 00:00:50.740000,0 days 00:00:30.407000,0 days 01:58:30.284000,0 days 01:59:21.024000,0 days 01:59:51.431000,326.0,192.0,213.0,308.0,True,MEDIUM,2.0,True,Williams,0 days 01:57:58.317000,,1,14.0,,,False,True
0 days 02:01:45.399000,ALB,23,0 days 00:01:54.027000,29.0,3.0,,,0 days 00:00:32.101000,0 days 00:00:51.311000,0 days 00:00:30.615000,0 days 02:00:23.532000,0 days 02:01:14.843000,0 days 02:01:45.458000,311.0,183.0,211.0,312.0,False,MEDIUM,3.0,True,Williams,0 days 01:59:51.372000,,1,13.0,,,False,True
0 days 02:03:39.825000,ALB,23,0 days 00:01:54.426000,30.0,3.0,,,0 days 00:00:32.155000,0 days 00:00:51.517000,0 days 00:00:30.754000,0 days 02:02:17.613000,0 days 02:03:09.130000,0 days 02:03:39.884000,311.0,185.0,211.0,311.0,False,MEDIUM,4.0,True,Williams,0 days 02:01:45.399000,,1,12.0,,,False,True
0 days 02:05:34.492000,ALB,23,0 days 00:01:54.667000,31.0,3.0,,,0 days 00:00:32.255000,0 days 00:00:51.747000,0 days 00:00:30.665000,0 days 02:04:12.139000,0 days 02:05:03.886000,0 days 02:05:34.551000,311.0,184.0,211.0,311.0,False,MEDIUM,5.0,True,Williams,0 days 02:03:39.825000,,1,11.0,,,False,True
0 days 02:07:28.427000,ALB,23,0 days 00:01:53.935000,32.0,3.0,,,0 days 00:00:32.103000,0 days 00:00:51.235000,0 days 00:00:30.597000,0 days 02:06:06.654000,0 days 02:06:57.889000,0 days 02:07:28.486000,312.0,183.0,211.0,312.0,False,MEDIUM,6.0,True,Williams,0 days 02:05:34.492000,,1,11.0,,,False,True
0 days 02:09:22.382000,ALB,23,0 days 00:01:53.955000,33.0,3.0,,,0 days 00:00:32.072000,0 days 00:00:51.263000,0 days 00:00:30.620000,0 days 02:08:00.558000,0 days 02:08:51.821000,0 days 02:09:22.441000,314.0,182.0,212.0,312.0,False,MEDIUM,7.0,True,Williams,0 days 02:07:28.427000,,1,10.0,,,False,True
0 days 02:11:16.371000,ALB,23,0 days 00:01:53.989000,34.0,3.0,,,0 days 00:00:32.047000,0 days 00:00:51.370000,0 days 00:00:30.572000,0 days 02:09:54.488000,0 days 02:10:45.858000,0 days 02:11:16.430000,315.0,185.0,211.0,313.0,False,MEDIUM,8.0,True,Williams,0 days 02:09:22.382000,,1,10.0,,,False,True
0 days 02:13:10.415000,ALB,23,0 days 00:01:54.044000,35.0,3.0,,,0 days 00:00:32.066000,0 days 00:00:51.402000,0 days 00:00:30.576000,0 days 02:11:48.496000,0 days 02:12:39.898000,0 days 02:13:10.474000,316.0,183.0,211.0,313.0,False,MEDIUM,9.0,True,Williams,0 days 02:11:16.371000,,1,10.0,,,False,True
0 days 02:15:04.763000,ALB,23,0 days 00:01:54.348000,36.0,3.0,,,0 days 00:00:32.196000,0 days 00:00:51.500000,0 days 00:00:30.652000,0 days 02:13:42.670000,0 days 02:14:34.170000,0 days 02:15:04.822000,310.0,183.0,210.0,312.0,False,MEDIUM,10.0,True,Williams,0 days 02:13:10.415000,,1,10.0,,,False,True
0 days 02:16:59.016000,ALB,23,0 days 00:01:54.253000,37.0,3.0,,,0 days 00:00:32.081000,0 days 00:00:51.338000,0 days 00:00:30.834000,0 days 02:15:36.903000,0 days 02:16:28.241000,0 days 02:16:59.075000,314.0,185.0,211.0,312.0,False,MEDIUM,11.0,True,Williams,0 days 02:15:04.763000,,1,10.0,,,False,True
0 days 02:18:53.250000,ALB,23,0 days 00:01:54.234000,38.0,3.0,,,0 days 00:00:32.159000,0 days 00:00:51.351000,0 days 00:00:30.724000,0 days 02:17:31.234000,0 days 02:18:22.585000,0 days 02:18:53.309000,310.0,183.0,211.0,313.0,False,MEDIUM,12.0,True,Williams,0 days 02:16:59.016000,,1,10.0,,,False,True
0 days 02:20:47.439000,ALB,23,0 days 00:01:54.189000,39.0,3.0,,,0 days 00:00:32.186000,0 days 00:00:51.354000,0 days 00:00:30.649000,0 days 02:19:25.495000,0 days 02:20:16.849000,0 days 02:20:47.498000,314.0,184.0,210.0,313.0,False,MEDIUM,13.0,True,Williams,0 days 02:18:53.250000,,1,10.0,,,False,True
0 days 02:22:41.530000,ALB,23,0 days 00:01:54.091000,40.0,3.0,,,0 days 00:00:32.065000,0 days 00:00:51.276000,0 days 00:00:30.750000,0 days 02:21:19.563000,0 days 02:22:10.839000,0 days 02:22:41.589000,314.0,182.0,211.0,313.0,False,MEDIUM,14.0,True,Williams,0 days 02:20:47.439000,,1,10.0,,,False,True
0 days 02:24:36.042000,ALB,23,0 days 00:01:54.512000,41.0,3.0,,,0 days 00:00:32.219000,0 days 00:00:51.334000,0 days 00:00:30.959000,0 days 02:23:13.808000,0 days 02:24:05.142000,0 days 02:24:36.101000,314.0,183.0,209.0,311.0,False,MEDIUM,15.0,True,Williams,0 days 02:22:41.530000,,1,10.0,,,False,True
0 days 02:26:30.753000,ALB,23,0 days 00:01:54.711000,42.0,3.0,,,0 days 00:00:32.347000,0 days 00:00:51.591000,0 days 00:00:30.773000,0 days 02:25:08.448000,0 days 02:26:00.039000,0 days 02:26:30.812000,316.0,182.0,210.0,312.0,False,MEDIUM,16.0,True,Williams,0 days 02:24:36.042000,,1,10.0,,,False,True
0 days 02:28:25.213000,ALB,23,0 days 00:01:54.460000,43.0,3.0,,,0 days 00:00:32.302000,0 days 00:00:51.334000,0 days 00:00:30.824000,0 days 02:27:03.114000,0 days 02:27:54.448000,0 days 02:28:25.272000,322.0,185.0,211.0,312.0,False,MEDIUM,17.0,True,Williams,0 days 02:26:30.753000,,1,10.0,,,False,True
0 days 02:30:19.469000,ALB,23,0 days 00:01:54.256000,44.0,3.0,,,0 days 00:00:32.230000,0 days 00:00:51.387000,0 days 00:00:30.639000,0 days 02:28:57.502000,0 days 02:29:48.889000,0 days 02:30:19.528000,322.0,184.0,211.0,312.0,False,MEDIUM,18.0,True,Williams,0 days 02:28:25.213000,,12,10.0,,,False,True
0 days 01:04:50.837000,ZHO,24,0 days 00:02:06.107000,1.0,1.0,,,,0 days 00:00:55.369000,0 days 00:00:32.124000,,0 days 01:04:18.865000,0 days 01:04:50.862000,329.0,177.0,213.0,271.0,False,MEDIUM,1.0,True,Alfa Romeo,0 days 01:02:44.500000,,12,16.0,,,False,False
0 days 01:07:16.657000,ZHO,24,0 days 00:02:25.820000,2.0,1.0,,,0 days 00:00:33.178000,0 days 00:01:09.089000,0 days 00:00:43.553000,0 days 01:05:24.038000,0 days 01:06:33.127000,0 days 01:07:16.680000,316.0,134.0,186.0,288.0,True,MEDIUM,2.0,True,Alfa Romeo,0 days 01:04:50.837000,,124,14.0,,,False,False
0 days 01:10:19.277000,ZHO,24,,3.0,1.0,,,0 days 00:00:46.485000,0 days 00:01:22.163000,0 days 00:00:53.904000,0 days 01:08:03.233000,0 days 01:09:25.403000,0 days 01:10:19.342000,192.0,112.0,190.0,207.0,False,MEDIUM,3.0,True,Alfa Romeo,0 days 01:07:16.657000,,4,14.0,,,False,False
0 days 01:13:10.371000,ZHO,24,,4.0,1.0,,,0 days 00:00:48.614000,0 days 00:01:16.263000,0 days 00:00:46.285000,0 days 01:11:07.919000,0 days 01:12:24.180000,0 days 01:13:10.396000,223.0,164.0,214.0,247.0,False,MEDIUM,4.0,True,Alfa Romeo,0 days 01:10:19.277000,,41,13.0,,,False,False
0 days 01:15:05.692000,ZHO,24,0 days 00:01:55.321000,5.0,1.0,,,0 days 00:00:32.193000,0 days 00:00:52.300000,0 days 00:00:30.828000,0 days 01:13:42.587000,0 days 01:14:34.887000,0 days 01:15:05.715000,318.0,187.0,211.0,311.0,True,MEDIUM,5.0,True,Alfa Romeo,0 days 01:13:10.371000,,1,13.0,,,False,True
0 days 01:17:01.399000,ZHO,24,0 days 00:01:55.707000,6.0,1.0,,,0 days 00:00:32.410000,0 days 00:00:52.626000,0 days 00:00:30.671000,0 days 01:15:38.125000,0 days 01:16:30.751000,0 days 01:17:01.422000,319.0,185.0,211.0,314.0,False,MEDIUM,6.0,True,Alfa Romeo,0 days 01:15:05.692000,,1,13.0,,,False,True
0 days 01:18:57.283000,ZHO,24,0 days 00:01:55.884000,7.0,1.0,,,0 days 00:00:32.047000,0 days 00:00:52.949000,0 days 00:00:30.888000,0 days 01:17:33.469000,0 days 01:18:26.418000,0 days 01:18:57.306000,331.0,185.0,210.0,314.0,False,MEDIUM,7.0,True,Alfa Romeo,0 days 01:17:01.399000,,1,13.0,,,False,True
0 days 01:20:53.723000,ZHO,24,0 days 00:01:56.440000,8.0,1.0,,,0 days 00:00:32.171000,0 days 00:00:53.138000,0 days 00:00:31.131000,0 days 01:19:29.477000,0 days 01:20:22.615000,0 days 01:20:53.746000,333.0,183.0,208.0,311.0,False,MEDIUM,8.0,True,Alfa Romeo,0 days 01:18:57.283000,,1,13.0,,,False,True
0 days 01:22:51.438000,ZHO,24,0 days 00:01:57.715000,9.0,1.0,,,0 days 00:00:32.248000,0 days 00:00:54.277000,0 days 00:00:31.190000,0 days 01:21:25.994000,0 days 01:22:20.271000,0 days 01:22:51.461000,332.0,178.0,210.0,311.0,False,MEDIUM,9.0,True,Alfa Romeo,0 days 01:20:53.723000,,1,14.0,,,False,True
0 days 01:24:48.415000,ZHO,24,0 days 00:01:56.977000,10.0,1.0,,,0 days 00:00:32.236000,0 days 00:00:53.350000,0 days 00:00:31.391000,0 days 01:23:23.697000,0 days 01:24:17.047000,0 days 01:24:48.438000,305.0,179.0,207.0,315.0,False,MEDIUM,10.0,True,Alfa Romeo,0 days 01:22:51.438000,,1,14.0,,,False,True
0 days 01:26:43.793000,ZHO,24,0 days 00:01:55.378000,11.0,1.0,,,0 days 00:00:32.113000,0 days 00:00:52.291000,0 days 00:00:30.974000,0 days 01:25:20.551000,0 days 01:26:12.842000,0 days 01:26:43.816000,339.0,177.0,208.0,314.0,False,MEDIUM,11.0,True,Alfa Romeo,0 days 01:24:48.415000,,1,12.0,,,False,True
0 days 01:28:40.153000,ZHO,24,0 days 00:01:56.360000,12.0,1.0,,,0 days 00:00:32.566000,0 days 00:00:52.599000,0 days 00:00:31.195000,0 days 01:27:16.382000,0 days 01:28:08.981000,0 days 01:28:40.176000,316.0,181.0,208.0,311.0,False,MEDIUM,12.0,True,Alfa Romeo,0 days 01:26:43.793000,,1,11.0,,,False,True
0 days 01:30:36.144000,ZHO,24,0 days 00:01:55.991000,13.0,1.0,,,0 days 00:00:32.475000,0 days 00:00:52.406000,0 days 00:00:31.110000,0 days 01:29:12.651000,0 days 01:30:05.057000,0 days 01:30:36.167000,313.0,179.0,206.0,310.0,False,MEDIUM,13.0,True,Alfa Romeo,0 days 01:28:40.153000,,1,8.0,,,False,True
0 days 01:32:35.978000,ZHO,24,0 days 00:01:59.834000,14.0,1.0,,0 days 01:32:32.252000,0 days 00:00:32.470000,0 days 00:00:51.949000,0 days 00:00:35.415000,0 days 01:31:08.637000,0 days 01:32:00.586000,0 days 01:32:36.001000,312.0,179.0,,310.0,False,MEDIUM,14.0,True,Alfa Romeo,0 days 01:30:36.144000,,1,10.0,,,False,False
0 days 01:34:45.480000,ZHO,24,0 days 00:02:09.502000,15.0,2.0,0 days 01:32:55.993000,,0 days 00:00:47.731000,0 days 00:00:50.891000,0 days 00:00:30.880000,0 days 01:33:23.732000,0 days 01:34:14.623000,0 days 01:34:45.503000,324.0,192.0,211.0,295.0,False,MEDIUM,1.0,True,Alfa Romeo,0 days 01:32:35.978000,,1,17.0,,,False,False
0 days 01:36:38.228000,ZHO,24,0 days 00:01:52.748000,16.0,2.0,,,0 days 00:00:31.709000,0 days 00:00:50.544000,0 days 00:00:30.495000,0 days 01:35:17.212000,0 days 01:36:07.756000,0 days 01:36:38.251000,342.0,185.0,211.0,315.0,True,MEDIUM,2.0,True,Alfa Romeo,0 days 01:34:45.480000,,1,15.0,,,False,True
0 days 01:38:31.145000,ZHO,24,0 days 00:01:52.917000,17.0,2.0,,,0 days 00:00:32.153000,0 days 00:00:50.391000,0 days 00:00:30.373000,0 days 01:37:10.404000,0 days 01:38:00.795000,0 days 01:38:31.168000,315.0,188.0,210.0,311.0,False,MEDIUM,3.0,True,Alfa Romeo,0 days 01:36:38.228000,,1,15.0,,,False,True
0 days 01:40:25.446000,ZHO,24,0 days 00:01:54.301000,18.0,2.0,,,0 days 00:00:32.271000,0 days 00:00:51.525000,0 days 00:00:30.505000,0 days 01:39:03.439000,0 days 01:39:54.964000,0 days 01:40:25.469000,322.0,182.0,211.0,313.0,False,MEDIUM,4.0,True,Alfa Romeo,0 days 01:38:31.145000,,1,15.0,,,False,True
0 days 01:42:20.158000,ZHO,24,0 days 00:01:54.712000,19.0,2.0,,,0 days 00:00:32.042000,0 days 00:00:52.029000,0 days 00:00:30.641000,0 days 01:40:57.511000,0 days 01:41:49.540000,0 days 01:42:20.181000,344.0,184.0,210.0,313.0,False,MEDIUM,5.0,True,Alfa Romeo,0 days 01:40:25.446000,,1,14.0,,,False,True
0 days 01:44:15.612000,ZHO,24,0 days 00:01:55.454000,20.0,2.0,,,0 days 00:00:31.761000,0 days 00:00:52.920000,0 days 00:00:30.773000,0 days 01:42:51.942000,0 days 01:43:44.862000,0 days 01:44:15.635000,318.0,181.0,210.0,316.0,False,MEDIUM,6.0,True,Alfa Romeo,0 days 01:42:20.158000,,1,14.0,,,False,True
0 days 01:46:11.576000,ZHO,24,0 days 00:01:55.964000,21.0,2.0,,,0 days 00:00:31.997000,0 days 00:00:53.191000,0 days 00:00:30.776000,0 days 01:44:47.632000,0 days 01:45:40.823000,0 days 01:46:11.599000,340.0,178.0,207.0,313.0,False,MEDIUM,7.0,True,Alfa Romeo,0 days 01:44:15.612000,,1,14.0,,,False,True
0 days 01:48:06.951000,ZHO,24,0 days 00:01:55.375000,22.0,2.0,,,0 days 00:00:31.939000,0 days 00:00:52.653000,0 days 00:00:30.783000,0 days 01:46:43.538000,0 days 01:47:36.191000,0 days 01:48:06.974000,337.0,183.0,209.0,313.0,False,MEDIUM,8.0,True,Alfa Romeo,0 days 01:46:11.576000,,1,13.0,,,False,True
0 days 01:50:01.782000,ZHO,24,0 days 00:01:54.831000,23.0,2.0,,,0 days 00:00:31.891000,0 days 00:00:52.251000,0 days 00:00:30.689000,0 days 01:48:38.865000,0 days 01:49:31.116000,0 days 01:50:01.805000,333.0,182.0,210.0,315.0,False,MEDIUM,9.0,True,Alfa Romeo,0 days 01:48:06.951000,,1,13.0,,,False,True
0 days 01:51:57.025000,ZHO,24,0 days 00:01:55.243000,24.0,2.0,,,0 days 00:00:31.766000,0 days 00:00:52.596000,0 days 00:00:30.881000,0 days 01:50:33.571000,0 days 01:51:26.167000,0 days 01:51:57.048000,337.0,181.0,208.0,317.0,False,MEDIUM,10.0,True,Alfa Romeo,0 days 01:50:01.782000,,1,13.0,,,False,True
0 days 01:53:53.146000,ZHO,24,0 days 00:01:56.121000,25.0,2.0,,,0 days 00:00:32.139000,0 days 00:00:52.828000,0 days 00:00:31.154000,0 days 01:52:29.187000,0 days 01:53:22.015000,0 days 01:53:53.169000,342.0,176.0,208.0,315.0,False,MEDIUM,11.0,True,Alfa Romeo,0 days 01:51:57.025000,,1,13.0,,,False,True
0 days 01:55:49.429000,ZHO,24,0 days 00:01:56.283000,26.0,2.0,,,0 days 00:00:31.903000,0 days 00:00:52.944000,0 days 00:00:31.436000,0 days 01:54:25.072000,0 days 01:55:18.016000,0 days 01:55:49.452000,342.0,174.0,207.0,313.0,False,MEDIUM,12.0,True,Alfa Romeo,0 days 01:53:53.146000,,1,10.0,,,False,True
0 days 01:57:46.154000,ZHO,24,0 days 00:01:56.725000,27.0,2.0,,,0 days 00:00:32.502000,0 days 00:00:52.952000,0 days 00:00:31.271000,0 days 01:56:21.954000,0 days 01:57:14.906000,0 days 01:57:46.177000,324.0,180.0,205.0,311.0,False,MEDIUM,13.0,True,Alfa Romeo,0 days 01:55:49.429000,,1,11.0,,,False,True
0 days 01:59:45.450000,ZHO,24,0 days 00:01:59.296000,28.0,2.0,,0 days 01:59:41.684000,0 days 00:00:32.369000,0 days 00:00:51.651000,0 days 00:00:35.276000,0 days 01:58:18.546000,0 days 01:59:10.197000,0 days 01:59:45.473000,325.0,180.0,,312.0,False,MEDIUM,14.0,True,Alfa Romeo,0 days 01:57:46.154000,,1,13.0,,,False,False
0 days 02:01:53.508000,ZHO,24,0 days 00:02:08.058000,29.0,3.0,0 days 02:00:05.070000,,0 days 00:00:46.980000,0 days 00:00:50.529000,0 days 00:00:30.549000,0 days 02:00:32.453000,0 days 02:01:22.982000,0 days 02:01:53.531000,310.0,184.0,214.0,310.0,False,SOFT,1.0,True,Alfa Romeo,0 days 01:59:45.450000,,1,16.0,,,False,False
0 days 02:03:45.825000,ZHO,24,0 days 00:01:52.317000,30.0,3.0,,,0 days 00:00:31.771000,0 days 00:00:50.030000,0 days 00:00:30.516000,0 days 02:02:25.302000,0 days 02:03:15.332000,0 days 02:03:45.848000,319.0,193.0,213.0,313.0,True,SOFT,2.0,True,Alfa Romeo,0 days 02:01:53.508000,,1,14.0,,,False,True
0 days 02:05:39.170000,ZHO,24,0 days 00:01:53.345000,31.0,3.0,,,0 days 00:00:32.125000,0 days 00:00:50.721000,0 days 00:00:30.499000,0 days 02:04:17.973000,0 days 02:05:08.694000,0 days 02:05:39.193000,295.0,188.0,210.0,310.0,False,SOFT,3.0,True,Alfa Romeo,0 days 02:03:45.825000,,1,14.0,,,False,True
0 days 02:07:31.545000,ZHO,24,0 days 00:01:52.375000,32.0,3.0,,,0 days 00:00:31.877000,0 days 00:00:50.186000,0 days 00:00:30.312000,0 days 02:06:11.070000,0 days 02:07:01.256000,0 days 02:07:31.568000,316.0,187.0,213.0,314.0,False,SOFT,4.0,True,Alfa Romeo,0 days 02:05:39.170000,,1,14.0,,,False,True
0 days 02:09:24.482000,ZHO,24,0 days 00:01:52.937000,33.0,3.0,,,0 days 00:00:31.837000,0 days 00:00:50.641000,0 days 00:00:30.459000,0 days 02:08:03.405000,0 days 02:08:54.046000,0 days 02:09:24.505000,323.0,187.0,213.0,314.0,False,SOFT,5.0,True,Alfa Romeo,0 days 02:07:31.545000,,1,13.0,,,False,True
0 days 02:11:18.096000,ZHO,24,0 days 00:01:53.614000,34.0,3.0,,,0 days 00:00:31.550000,0 days 00:00:51.552000,0 days 00:00:30.512000,0 days 02:09:56.055000,0 days 02:10:47.607000,0 days 02:11:18.119000,338.0,184.0,213.0,317.0,False,SOFT,6.0,True,Alfa Romeo,0 days 02:09:24.482000,,1,13.0,,,False,True
0 days 02:13:12.315000,ZHO,24,0 days 00:01:54.219000,35.0,3.0,,,0 days 00:00:31.671000,0 days 00:00:51.881000,0 days 00:00:30.667000,0 days 02:11:49.790000,0 days 02:12:41.671000,0 days 02:13:12.338000,334.0,185.0,211.0,318.0,False,SOFT,7.0,True,Alfa Romeo,0 days 02:11:18.096000,,1,13.0,,,False,True
0 days 02:15:06.685000,ZHO,24,0 days 00:01:54.370000,36.0,3.0,,,0 days 00:00:31.643000,0 days 00:00:52.014000,0 days 00:00:30.713000,0 days 02:13:43.981000,0 days 02:14:35.995000,0 days 02:15:06.708000,326.0,184.0,212.0,319.0,False,SOFT,8.0,True,Alfa Romeo,0 days 02:13:12.315000,,1,13.0,,,False,True
0 days 02:17:01.125000,ZHO,24,0 days 00:01:54.440000,37.0,3.0,,,0 days 00:00:31.387000,0 days 00:00:52.336000,0 days 00:00:30.717000,0 days 02:15:38.095000,0 days 02:16:30.431000,0 days 02:17:01.148000,336.0,186.0,209.0,321.0,False,SOFT,9.0,True,Alfa Romeo,0 days 02:15:06.685000,,1,13.0,,,False,True
0 days 02:18:55.610000,ZHO,24,0 days 00:01:54.485000,38.0,3.0,,,0 days 00:00:31.844000,0 days 00:00:51.869000,0 days 00:00:30.772000,0 days 02:17:32.992000,0 days 02:18:24.861000,0 days 02:18:55.633000,340.0,183.0,211.0,317.0,False,SOFT,10.0,True,Alfa Romeo,0 days 02:17:01.125000,,1,13.0,,,False,True
0 days 02:20:49.931000,ZHO,24,0 days 00:01:54.321000,39.0,3.0,,,0 days 00:00:31.761000,0 days 00:00:51.751000,0 days 00:00:30.809000,0 days 02:19:27.394000,0 days 02:20:19.145000,0 days 02:20:49.954000,340.0,184.0,210.0,317.0,False,SOFT,11.0,True,Alfa Romeo,0 days 02:18:55.610000,,1,13.0,,,False,True
0 days 02:22:44.095000,ZHO,24,0 days 00:01:54.164000,40.0,3.0,,,0 days 00:00:31.742000,0 days 00:00:51.725000,0 days 00:00:30.697000,0 days 02:21:21.696000,0 days 02:22:13.421000,0 days 02:22:44.118000,341.0,183.0,210.0,315.0,False,SOFT,12.0,True,Alfa Romeo,0 days 02:20:49.931000,,1,13.0,,,False,True
0 days 02:24:39.092000,ZHO,24,0 days 00:01:54.997000,41.0,3.0,,,0 days 00:00:31.763000,0 days 00:00:52.002000,0 days 00:00:31.232000,0 days 02:23:15.881000,0 days 02:24:07.883000,0 days 02:24:39.115000,343.0,177.0,211.0,315.0,False,SOFT,13.0,True,Alfa Romeo,0 days 02:22:44.095000,,1,14.0,,,False,True
0 days 02:26:33.646000,ZHO,24,0 days 00:01:54.554000,42.0,3.0,,,0 days 00:00:31.929000,0 days 00:00:51.686000,0 days 00:00:30.939000,0 days 02:25:11.044000,0 days 02:26:02.730000,0 days 02:26:33.669000,345.0,177.0,208.0,317.0,False,SOFT,14.0,True,Alfa Romeo,0 days 02:24:39.092000,,1,13.0,,,False,True
0 days 02:28:28.489000,ZHO,24,0 days 00:01:54.843000,43.0,3.0,,,0 days 00:00:32.308000,0 days 00:00:51.612000,0 days 00:00:30.923000,0 days 02:27:05.977000,0 days 02:27:57.589000,0 days 02:28:28.512000,320.0,181.0,208.0,315.0,False,SOFT,15.0,True,Alfa Romeo,0 days 02:26:33.646000,,1,13.0,,,False,True
0 days 02:30:23.876000,ZHO,24,0 days 00:01:55.387000,44.0,3.0,,,0 days 00:00:32.116000,0 days 00:00:52.556000,0 days 00:00:30.715000,0 days 02:29:00.628000,0 days 02:29:53.184000,0 days 02:30:23.899000,329.0,182.0,205.0,314.0,False,SOFT,16.0,True,Alfa Romeo,0 days 02:28:28.489000,,12,14.0,,,False,True
0 days 01:04:46.602000,RIC,3,0 days 00:02:01.872000,1.0,1.0,,,,0 days 00:00:55.258000,0 days 00:00:30.569000,,0 days 01:04:16.139000,0 days 01:04:46.610000,321.0,181.0,212.0,288.0,False,MEDIUM,1.0,True,McLaren,0 days 01:02:44.500000,,12,6.0,,,False,False
0 days 01:07:05.193000,RIC,3,0 days 00:02:18.591000,2.0,1.0,,,0 days 00:00:32.539000,0 days 00:01:02.063000,0 days 00:00:43.989000,0 days 01:05:19.149000,0 days 01:06:21.212000,0 days 01:07:05.201000,302.0,122.0,180.0,306.0,True,MEDIUM,2.0,True,McLaren,0 days 01:04:46.602000,,124,6.0,,,False,False
0 days 01:10:09.213000,RIC,3,,3.0,1.0,,,0 days 00:00:47.115000,0 days 00:01:22.948000,0 days 00:00:53.921000,0 days 01:07:52.352000,0 days 01:09:15.353000,0 days 01:10:09.291000,230.0,94.0,146.0,255.0,False,MEDIUM,3.0,True,McLaren,0 days 01:07:05.193000,,4,6.0,,,False,False
0 days 01:13:07.306000,RIC,3,,4.0,1.0,,,0 days 00:00:48.881000,0 days 00:01:18.769000,0 days 00:00:50.453000,0 days 01:10:58.197000,0 days 01:12:16.978000,0 days 01:13:07.393000,194.0,94.0,214.0,234.0,False,MEDIUM,4.0,True,McLaren,0 days 01:10:09.213000,,41,6.0,,,False,False
0 days 01:15:02.401000,RIC,3,0 days 00:01:55.095000,5.0,1.0,,,0 days 00:00:32.155000,0 days 00:00:51.813000,0 days 00:00:31.127000,0 days 01:13:39.469000,0 days 01:14:31.282000,0 days 01:15:02.409000,317.0,187.0,212.0,309.0,True,MEDIUM,5.0,True,McLaren,0 days 01:13:07.306000,,1,7.0,,,False,True
0 days 01:16:58.684000,RIC,3,0 days 00:01:56.283000,6.0,1.0,,,0 days 00:00:32.557000,0 days 00:00:52.738000,0 days 00:00:30.988000,0 days 01:15:34.966000,0 days 01:16:27.704000,0 days 01:16:58.692000,318.0,186.0,211.0,308.0,False,MEDIUM,6.0,True,McLaren,0 days 01:15:02.401000,,1,8.0,,,False,True
0 days 01:18:53.084000,RIC,3,0 days 00:01:54.400000,7.0,1.0,,,0 days 00:00:32.438000,0 days 00:00:51.009000,0 days 00:00:30.953000,0 days 01:17:31.130000,0 days 01:18:22.139000,0 days 01:18:53.092000,316.0,185.0,210.0,309.0,True,MEDIUM,7.0,True,McLaren,0 days 01:16:58.684000,,1,8.0,,,False,True
