Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:51:50.538000,ALO,14,0 days 00:01:33.988000,29.0,2.0,,,0 days 00:00:34.661000,0 days 00:00:29.501000,0 days 00:00:29.826000,0 days 01:50:51.344000,0 days 01:51:20.845000,0 days 01:51:50.671000,285.0,300.0,290.0,299.0,True,HARD,12.0,False,Aston Martin,0 days 01:50:16.550000,,1,3.0,,,False,True
0 days 01:53:24.192000,ALO,14,0 days 00:01:33.654000,30.0,2.0,,,0 days 00:00:34.460000,0 days 00:00:29.453000,0 days 00:00:29.741000,0 days 01:52:25.131000,0 days 01:52:54.584000,0 days 01:53:24.325000,285.0,300.0,293.0,301.0,True,HARD,13.0,False,Aston Martin,0 days 01:51:50.538000,,1,3.0,,,False,True
0 days 01:54:57.797000,ALO,14,0 days 00:01:33.605000,31.0,2.0,,,0 days 00:00:34.417000,0 days 00:00:29.408000,0 days 00:00:29.780000,0 days 01:53:58.742000,0 days 01:54:28.150000,0 days 01:54:57.930000,285.0,303.0,292.0,300.0,True,HARD,14.0,False,Aston Martin,0 days 01:53:24.192000,,1,3.0,,,False,True
0 days 01:56:31.198000,ALO,14,0 days 00:01:33.401000,32.0,2.0,,,0 days 00:00:34.257000,0 days 00:00:29.397000,0 days 00:00:29.747000,0 days 01:55:32.187000,0 days 01:56:01.584000,0 days 01:56:31.331000,285.0,296.0,292.0,300.0,True,HARD,15.0,False,Aston Martin,0 days 01:54:57.797000,,1,3.0,,,False,True
0 days 01:58:04.535000,ALO,14,0 days 00:01:33.337000,33.0,2.0,,,0 days 00:00:34.253000,0 days 00:00:29.390000,0 days 00:00:29.694000,0 days 01:57:05.584000,0 days 01:57:34.974000,0 days 01:58:04.668000,286.0,296.0,292.0,299.0,True,HARD,16.0,False,Aston Martin,0 days 01:56:31.198000,,1,3.0,,,False,True
0 days 01:59:37.755000,ALO,14,0 days 00:01:33.220000,34.0,2.0,,,0 days 00:00:34.337000,0 days 00:00:29.274000,0 days 00:00:29.609000,0 days 01:58:39.005000,0 days 01:59:08.279000,0 days 01:59:37.888000,286.0,297.0,293.0,300.0,True,HARD,17.0,False,Aston Martin,0 days 01:58:04.535000,,1,3.0,,,False,True
0 days 02:01:11.269000,ALO,14,0 days 00:01:33.514000,35.0,2.0,,,0 days 00:00:34.290000,0 days 00:00:29.458000,0 days 00:00:29.766000,0 days 02:00:12.178000,0 days 02:00:41.636000,0 days 02:01:11.402000,286.0,301.0,292.0,299.0,False,HARD,18.0,False,Aston Martin,0 days 01:59:37.755000,,1,3.0,,,False,True
0 days 02:02:44.592000,ALO,14,0 days 00:01:33.323000,36.0,2.0,,,0 days 00:00:34.262000,0 days 00:00:29.348000,0 days 00:00:29.713000,0 days 02:01:45.664000,0 days 02:02:15.012000,0 days 02:02:44.725000,285.0,299.0,292.0,299.0,False,HARD,19.0,False,Aston Martin,0 days 02:01:11.269000,,1,3.0,,,False,True
0 days 02:04:17.767000,ALO,14,0 days 00:01:33.175000,37.0,2.0,,,0 days 00:00:34.266000,0 days 00:00:29.261000,0 days 00:00:29.648000,0 days 02:03:18.991000,0 days 02:03:48.252000,0 days 02:04:17.900000,286.0,296.0,293.0,299.0,True,HARD,20.0,False,Aston Martin,0 days 02:02:44.592000,,1,3.0,,,False,True
0 days 02:05:50.941000,ALO,14,0 days 00:01:33.174000,38.0,2.0,,,0 days 00:00:34.168000,0 days 00:00:29.302000,0 days 00:00:29.704000,0 days 02:04:52.068000,0 days 02:05:21.370000,0 days 02:05:51.074000,286.0,302.0,291.0,299.0,True,HARD,21.0,False,Aston Martin,0 days 02:04:17.767000,,1,3.0,,,False,True
0 days 02:07:24.190000,ALO,14,0 days 00:01:33.249000,39.0,2.0,,,0 days 00:00:34.242000,0 days 00:00:29.350000,0 days 00:00:29.657000,0 days 02:06:25.316000,0 days 02:06:54.666000,0 days 02:07:24.323000,285.0,300.0,291.0,300.0,False,HARD,22.0,False,Aston Martin,0 days 02:05:50.941000,,1,3.0,,,False,True
0 days 02:08:56.958000,ALO,14,0 days 00:01:32.768000,40.0,2.0,,,0 days 00:00:34.115000,0 days 00:00:29.160000,0 days 00:00:29.493000,0 days 02:07:58.438000,0 days 02:08:27.598000,0 days 02:08:57.091000,284.0,300.0,292.0,301.0,True,HARD,23.0,False,Aston Martin,0 days 02:07:24.190000,,1,3.0,,,False,True
0 days 02:10:30.085000,ALO,14,0 days 00:01:33.127000,41.0,2.0,,,0 days 00:00:34.174000,0 days 00:00:29.272000,0 days 00:00:29.681000,0 days 02:09:31.265000,0 days 02:10:00.537000,0 days 02:10:30.218000,286.0,297.0,293.0,299.0,False,HARD,24.0,False,Aston Martin,0 days 02:08:56.958000,,1,3.0,,,False,True
0 days 02:12:03.241000,ALO,14,0 days 00:01:33.156000,42.0,2.0,,,0 days 00:00:34.288000,0 days 00:00:29.155000,0 days 00:00:29.713000,0 days 02:11:04.506000,0 days 02:11:33.661000,0 days 02:12:03.374000,287.0,300.0,291.0,301.0,False,HARD,25.0,False,Aston Martin,0 days 02:10:30.085000,,1,3.0,,,False,True
0 days 02:13:36.448000,ALO,14,0 days 00:01:33.207000,43.0,2.0,,,0 days 00:00:34.313000,0 days 00:00:29.208000,0 days 00:00:29.686000,0 days 02:12:37.687000,0 days 02:13:06.895000,0 days 02:13:36.581000,286.0,298.0,293.0,299.0,False,HARD,26.0,False,Aston Martin,0 days 02:12:03.241000,,1,3.0,,,False,True
0 days 02:15:09.637000,ALO,14,0 days 00:01:33.189000,44.0,2.0,,,0 days 00:00:34.252000,0 days 00:00:29.183000,0 days 00:00:29.754000,0 days 02:14:10.833000,0 days 02:14:40.016000,0 days 02:15:09.770000,286.0,298.0,294.0,299.0,False,HARD,27.0,False,Aston Martin,0 days 02:13:36.448000,,1,3.0,,,False,True
0 days 02:16:42.712000,ALO,14,0 days 00:01:33.075000,45.0,2.0,,,0 days 00:00:34.293000,0 days 00:00:29.216000,0 days 00:00:29.566000,0 days 02:15:44.063000,0 days 02:16:13.279000,0 days 02:16:42.845000,287.0,295.0,293.0,299.0,False,HARD,28.0,False,Aston Martin,0 days 02:15:09.637000,,1,3.0,,,False,True
0 days 02:18:15.691000,ALO,14,0 days 00:01:32.979000,46.0,2.0,,,0 days 00:00:34.213000,0 days 00:00:29.201000,0 days 00:00:29.565000,0 days 02:17:17.058000,0 days 02:17:46.259000,0 days 02:18:15.824000,287.0,301.0,295.0,300.0,False,HARD,29.0,False,Aston Martin,0 days 02:16:42.712000,,1,3.0,,,False,True
0 days 02:19:48.578000,ALO,14,0 days 00:01:32.887000,47.0,2.0,,,0 days 00:00:34.113000,0 days 00:00:29.210000,0 days 00:00:29.564000,0 days 02:18:49.937000,0 days 02:19:19.147000,0 days 02:19:48.711000,288.0,298.0,295.0,300.0,False,HARD,30.0,False,Aston Martin,0 days 02:18:15.691000,,1,3.0,,,False,True
0 days 02:21:21.380000,ALO,14,0 days 00:01:32.802000,48.0,2.0,,,0 days 00:00:34.118000,0 days 00:00:29.146000,0 days 00:00:29.538000,0 days 02:20:22.829000,0 days 02:20:51.975000,0 days 02:21:21.513000,289.0,313.0,292.0,298.0,False,HARD,31.0,False,Aston Martin,0 days 02:19:48.578000,,1,3.0,,,False,True
0 days 02:22:54.195000,ALO,14,0 days 00:01:32.815000,49.0,2.0,,,0 days 00:00:34.046000,0 days 00:00:29.224000,0 days 00:00:29.545000,0 days 02:21:55.559000,0 days 02:22:24.783000,0 days 02:22:54.328000,287.0,308.0,293.0,299.0,False,HARD,32.0,False,Aston Martin,0 days 02:21:21.380000,,1,3.0,,,False,True
0 days 02:24:26.435000,ALO,14,0 days 00:01:32.240000,50.0,2.0,,,0 days 00:00:33.731000,0 days 00:00:29.096000,0 days 00:00:29.413000,0 days 02:23:28.059000,0 days 02:23:57.155000,0 days 02:24:26.568000,284.0,297.0,294.0,311.0,True,HARD,33.0,False,Aston Martin,0 days 02:22:54.195000,,1,3.0,,,False,True
0 days 01:04:34.102000,LEC,16,0 days 00:01:43.306000,1.0,1.0,,,,0 days 00:00:31.542000,0 days 00:00:30.391000,,0 days 01:04:03.912000,0 days 01:04:34.208000,278.0,298.0,292.0,306.0,False,SOFT,1.0,True,Ferrari,0 days 01:02:50.632000,,1,9.0,,,False,False
0 days 01:06:11.009000,LEC,16,0 days 00:01:36.907000,2.0,1.0,,,0 days 00:00:35.938000,0 days 00:00:30.589000,0 days 00:00:30.380000,0 days 01:05:10.122000,0 days 01:05:40.711000,0 days 01:06:11.091000,283.0,299.0,292.0,308.0,True,SOFT,2.0,True,Ferrari,0 days 01:04:34.102000,,1,9.0,,,False,True
0 days 01:07:46.834000,LEC,16,0 days 00:01:35.825000,3.0,1.0,,,0 days 00:00:35.648000,0 days 00:00:30.205000,0 days 00:00:29.972000,0 days 01:06:46.739000,0 days 01:07:16.944000,0 days 01:07:46.916000,283.0,316.0,304.0,328.0,True,SOFT,3.0,True,Ferrari,0 days 01:06:11.009000,,1,9.0,,,False,True
0 days 01:09:22.705000,LEC,16,0 days 00:01:35.871000,4.0,1.0,,,0 days 00:00:35.805000,0 days 00:00:30.204000,0 days 00:00:29.862000,0 days 01:08:22.721000,0 days 01:08:52.925000,0 days 01:09:22.787000,283.0,316.0,307.0,328.0,False,SOFT,4.0,True,Ferrari,0 days 01:07:46.834000,,1,9.0,,,False,True
0 days 01:10:58.980000,LEC,16,0 days 00:01:36.275000,5.0,1.0,,,0 days 00:00:36.017000,0 days 00:00:30.274000,0 days 00:00:29.984000,0 days 01:09:58.804000,0 days 01:10:29.078000,0 days 01:10:59.062000,283.0,316.0,305.0,325.0,False,SOFT,5.0,True,Ferrari,0 days 01:09:22.705000,,1,9.0,,,False,True
0 days 01:12:34.327000,LEC,16,0 days 00:01:35.347000,6.0,1.0,,,0 days 00:00:35.591000,0 days 00:00:30.106000,0 days 00:00:29.650000,0 days 01:11:34.653000,0 days 01:12:04.759000,0 days 01:12:34.409000,285.0,317.0,310.0,327.0,True,SOFT,6.0,True,Ferrari,0 days 01:10:58.980000,,1,9.0,,,False,True
0 days 01:14:10.444000,LEC,16,0 days 00:01:36.117000,7.0,1.0,,,0 days 00:00:35.938000,0 days 00:00:30.273000,0 days 00:00:29.906000,0 days 01:13:10.347000,0 days 01:13:40.620000,0 days 01:14:10.526000,279.0,314.0,303.0,322.0,False,SOFT,7.0,True,Ferrari,0 days 01:12:34.327000,,1,8.0,,,False,True
0 days 01:15:46.302000,LEC,16,0 days 00:01:35.858000,8.0,1.0,,,0 days 00:00:35.781000,0 days 00:00:30.018000,0 days 00:00:30.059000,0 days 01:14:46.307000,0 days 01:15:16.325000,0 days 01:15:46.384000,281.0,313.0,308.0,323.0,False,SOFT,8.0,True,Ferrari,0 days 01:14:10.444000,,1,8.0,,,False,True
0 days 01:17:21.666000,LEC,16,0 days 00:01:35.364000,9.0,1.0,,,0 days 00:00:35.033000,0 days 00:00:30.283000,0 days 00:00:30.048000,0 days 01:16:21.417000,0 days 01:16:51.700000,0 days 01:17:21.748000,281.0,296.0,293.0,313.0,False,SOFT,9.0,True,Ferrari,0 days 01:15:46.302000,,1,7.0,,,False,True
0 days 01:18:57.278000,LEC,16,0 days 00:01:35.612000,10.0,1.0,,,0 days 00:00:35.189000,0 days 00:00:30.224000,0 days 00:00:30.199000,0 days 01:17:56.937000,0 days 01:18:27.161000,0 days 01:18:57.360000,280.0,296.0,293.0,301.0,False,SOFT,10.0,True,Ferrari,0 days 01:17:21.666000,,1,7.0,,,False,True
0 days 01:20:32.403000,LEC,16,0 days 00:01:35.125000,11.0,1.0,,,0 days 00:00:35.104000,0 days 00:00:29.894000,0 days 00:00:30.127000,0 days 01:19:32.464000,0 days 01:20:02.358000,0 days 01:20:32.485000,285.0,303.0,295.0,311.0,True,SOFT,11.0,True,Ferrari,0 days 01:18:57.278000,,1,7.0,,,False,True
0 days 01:22:07.841000,LEC,16,0 days 00:01:35.438000,12.0,1.0,,,0 days 00:00:35.281000,0 days 00:00:29.920000,0 days 00:00:30.237000,0 days 01:21:07.766000,0 days 01:21:37.686000,0 days 01:22:07.923000,286.0,315.0,309.0,317.0,False,SOFT,12.0,True,Ferrari,0 days 01:20:32.403000,,1,7.0,,,False,True
0 days 01:23:43.067000,LEC,16,0 days 00:01:35.226000,13.0,1.0,,,0 days 00:00:34.840000,0 days 00:00:30.104000,0 days 00:00:30.282000,0 days 01:22:42.763000,0 days 01:23:12.867000,0 days 01:23:43.149000,282.0,296.0,292.0,303.0,False,SOFT,13.0,True,Ferrari,0 days 01:22:07.841000,,1,6.0,,,False,True
0 days 01:25:17.676000,LEC,16,0 days 00:01:34.609000,14.0,1.0,,,0 days 00:00:34.643000,0 days 00:00:29.958000,0 days 00:00:30.008000,0 days 01:24:17.792000,0 days 01:24:47.750000,0 days 01:25:17.758000,283.0,296.0,291.0,304.0,True,SOFT,14.0,True,Ferrari,0 days 01:23:43.067000,,1,5.0,,,False,True
0 days 01:26:52.747000,LEC,16,0 days 00:01:35.071000,15.0,1.0,,,0 days 00:00:34.810000,0 days 00:00:30.062000,0 days 00:00:30.199000,0 days 01:25:52.568000,0 days 01:26:22.630000,0 days 01:26:52.829000,283.0,296.0,290.0,304.0,False,SOFT,15.0,True,Ferrari,0 days 01:25:17.676000,,1,5.0,,,False,True
0 days 01:28:30.428000,LEC,16,0 days 00:01:37.681000,16.0,1.0,,0 days 01:28:29.432000,0 days 00:00:34.837000,0 days 00:00:30.099000,0 days 00:00:32.745000,0 days 01:27:27.666000,0 days 01:27:57.765000,0 days 01:28:30.510000,283.0,296.0,,306.0,False,SOFT,16.0,True,Ferrari,0 days 01:26:52.747000,,1,5.0,,,False,False
0 days 01:30:29.862000,LEC,16,0 days 00:01:59.434000,17.0,2.0,0 days 01:28:49.494000,,0 days 00:00:52.390000,0 days 00:00:30.321000,0 days 00:00:36.723000,0 days 01:29:22.900000,0 days 01:29:53.221000,0 days 01:30:29.944000,281.0,294.0,259.0,300.0,False,HARD,1.0,True,Ferrari,0 days 01:28:30.428000,,124,8.0,,,False,False
0 days 01:32:44.129000,LEC,16,0 days 00:02:14.267000,18.0,2.0,,,0 days 00:00:47.328000,0 days 00:00:43.675000,0 days 00:00:43.264000,0 days 01:31:17.272000,0 days 01:32:00.947000,0 days 01:32:44.211000,242.0,142.0,222.0,197.0,False,HARD,2.0,True,Ferrari,0 days 01:30:29.862000,,4,7.0,,,False,False
0 days 01:35:07.995000,LEC,16,0 days 00:02:23.866000,19.0,2.0,,,0 days 00:00:44.796000,0 days 00:00:44.189000,0 days 00:00:54.881000,0 days 01:33:29.007000,0 days 01:34:13.196000,0 days 01:35:08.077000,239.0,157.0,236.0,99.0,False,HARD,3.0,True,Ferrari,0 days 01:32:44.129000,,4,7.0,,,False,False
0 days 01:37:41.210000,LEC,16,,20.0,2.0,,,0 days 00:00:55.982000,0 days 00:00:49.189000,0 days 00:00:47.978000,0 days 01:36:04.174000,0 days 01:36:53.314000,0 days 01:37:41.344000,109.0,168.0,269.0,212.0,False,HARD,4.0,True,Ferrari,0 days 01:35:07.995000,,41,7.0,,,False,False
0 days 01:39:19.241000,LEC,16,0 days 00:01:38.031000,21.0,2.0,,,0 days 00:00:37.363000,0 days 00:00:30.336000,0 days 00:00:30.332000,0 days 01:38:18.655000,0 days 01:38:48.991000,0 days 01:39:19.323000,283.0,298.0,293.0,305.0,False,HARD,5.0,True,Ferrari,0 days 01:37:41.210000,,1,7.0,,,False,True
0 days 01:40:54.941000,LEC,16,0 days 00:01:35.700000,22.0,2.0,,,0 days 00:00:35.650000,0 days 00:00:29.942000,0 days 00:00:30.108000,0 days 01:39:54.973000,0 days 01:40:24.915000,0 days 01:40:55.023000,288.0,303.0,296.0,311.0,False,HARD,6.0,True,Ferrari,0 days 01:39:19.241000,,1,7.0,,,False,True
0 days 01:42:29.794000,LEC,16,0 days 00:01:34.853000,23.0,2.0,,,0 days 00:00:35.369000,0 days 00:00:29.747000,0 days 00:00:29.737000,0 days 01:41:30.392000,0 days 01:42:00.139000,0 days 01:42:29.876000,286.0,316.0,306.0,329.0,False,HARD,7.0,True,Ferrari,0 days 01:40:54.941000,,1,7.0,,,False,True
0 days 01:44:05.197000,LEC,16,0 days 00:01:35.403000,24.0,2.0,,,0 days 00:00:35.412000,0 days 00:00:30.033000,0 days 00:00:29.958000,0 days 01:43:05.288000,0 days 01:43:35.321000,0 days 01:44:05.279000,286.0,301.0,297.0,309.0,False,HARD,8.0,True,Ferrari,0 days 01:42:29.794000,,1,7.0,,,False,True
0 days 01:45:39.939000,LEC,16,0 days 00:01:34.742000,25.0,2.0,,,0 days 00:00:34.895000,0 days 00:00:29.874000,0 days 00:00:29.973000,0 days 01:44:40.174000,0 days 01:45:10.048000,0 days 01:45:40.021000,286.0,300.0,295.0,308.0,False,HARD,9.0,True,Ferrari,0 days 01:44:05.197000,,1,7.0,,,False,True
0 days 01:47:14.371000,LEC,16,0 days 00:01:34.432000,26.0,2.0,,,0 days 00:00:34.832000,0 days 00:00:29.779000,0 days 00:00:29.821000,0 days 01:46:14.853000,0 days 01:46:44.632000,0 days 01:47:14.453000,288.0,302.0,296.0,308.0,True,HARD,10.0,True,Ferrari,0 days 01:45:39.939000,,1,7.0,,,False,True
0 days 01:48:49.052000,LEC,16,0 days 00:01:34.681000,27.0,2.0,,,0 days 00:00:34.766000,0 days 00:00:29.913000,0 days 00:00:30.002000,0 days 01:47:49.219000,0 days 01:48:19.132000,0 days 01:48:49.134000,288.0,300.0,294.0,306.0,False,HARD,11.0,True,Ferrari,0 days 01:47:14.371000,,1,7.0,,,False,True
0 days 01:50:23.938000,LEC,16,0 days 00:01:34.886000,28.0,2.0,,,0 days 00:00:35.019000,0 days 00:00:29.957000,0 days 00:00:29.910000,0 days 01:49:24.153000,0 days 01:49:54.110000,0 days 01:50:24.020000,287.0,300.0,294.0,308.0,False,HARD,12.0,True,Ferrari,0 days 01:48:49.052000,,1,7.0,,,False,True
0 days 01:51:58.259000,LEC,16,0 days 00:01:34.321000,29.0,2.0,,,0 days 00:00:34.731000,0 days 00:00:29.784000,0 days 00:00:29.806000,0 days 01:50:58.751000,0 days 01:51:28.535000,0 days 01:51:58.341000,287.0,300.0,293.0,306.0,True,HARD,13.0,True,Ferrari,0 days 01:50:23.938000,,1,7.0,,,False,True
0 days 01:53:32.593000,LEC,16,0 days 00:01:34.334000,30.0,2.0,,,0 days 00:00:34.889000,0 days 00:00:29.714000,0 days 00:00:29.731000,0 days 01:52:33.230000,0 days 01:53:02.944000,0 days 01:53:32.675000,287.0,300.0,296.0,306.0,False,HARD,14.0,True,Ferrari,0 days 01:51:58.259000,,1,7.0,,,False,True
0 days 01:55:06.675000,LEC,16,0 days 00:01:34.082000,31.0,2.0,,,0 days 00:00:34.465000,0 days 00:00:29.659000,0 days 00:00:29.958000,0 days 01:54:07.140000,0 days 01:54:36.799000,0 days 01:55:06.757000,289.0,305.0,296.0,311.0,True,HARD,15.0,True,Ferrari,0 days 01:53:32.593000,,1,7.0,,,False,True
0 days 01:56:41.376000,LEC,16,0 days 00:01:34.701000,32.0,2.0,,,0 days 00:00:35.337000,0 days 00:00:29.681000,0 days 00:00:29.683000,0 days 01:55:42.094000,0 days 01:56:11.775000,0 days 01:56:41.458000,287.0,304.0,295.0,312.0,False,HARD,16.0,True,Ferrari,0 days 01:55:06.675000,,1,7.0,,,False,True
0 days 01:58:15.163000,LEC,16,0 days 00:01:33.787000,33.0,2.0,,,0 days 00:00:34.530000,0 days 00:00:29.582000,0 days 00:00:29.675000,0 days 01:57:15.988000,0 days 01:57:45.570000,0 days 01:58:15.245000,288.0,302.0,295.0,310.0,True,HARD,17.0,True,Ferrari,0 days 01:56:41.376000,,1,7.0,,,False,True
0 days 01:59:48.879000,LEC,16,0 days 00:01:33.716000,34.0,2.0,,,0 days 00:00:34.467000,0 days 00:00:29.612000,0 days 00:00:29.637000,0 days 01:58:49.712000,0 days 01:59:19.324000,0 days 01:59:48.961000,289.0,302.0,296.0,308.0,True,HARD,18.0,True,Ferrari,0 days 01:58:15.163000,,1,7.0,,,False,True
0 days 02:01:23.220000,LEC,16,0 days 00:01:34.341000,35.0,2.0,,,0 days 00:00:34.747000,0 days 00:00:29.702000,0 days 00:00:29.892000,0 days 02:00:23.708000,0 days 02:00:53.410000,0 days 02:01:23.302000,286.0,301.0,295.0,307.0,False,HARD,19.0,True,Ferrari,0 days 01:59:48.879000,,1,7.0,,,False,True
0 days 02:02:56.969000,LEC,16,0 days 00:01:33.749000,36.0,2.0,,,0 days 00:00:34.414000,0 days 00:00:29.566000,0 days 00:00:29.769000,0 days 02:01:57.716000,0 days 02:02:27.282000,0 days 02:02:57.051000,288.0,302.0,293.0,307.0,False,HARD,20.0,True,Ferrari,0 days 02:01:23.220000,,1,7.0,,,False,True
0 days 02:04:30.808000,LEC,16,0 days 00:01:33.839000,37.0,2.0,,,0 days 00:00:34.424000,0 days 00:00:29.621000,0 days 00:00:29.794000,0 days 02:03:31.475000,0 days 02:04:01.096000,0 days 02:04:30.890000,288.0,300.0,296.0,306.0,False,HARD,21.0,True,Ferrari,0 days 02:02:56.969000,,1,7.0,,,False,True
0 days 02:06:04.521000,LEC,16,0 days 00:01:33.713000,38.0,2.0,,,0 days 00:00:34.296000,0 days 00:00:29.653000,0 days 00:00:29.764000,0 days 02:05:05.186000,0 days 02:05:34.839000,0 days 02:06:04.603000,289.0,302.0,294.0,308.0,True,HARD,22.0,True,Ferrari,0 days 02:04:30.808000,,1,7.0,,,False,True
0 days 02:07:38,LEC,16,0 days 00:01:33.479000,39.0,2.0,,,0 days 00:00:34.277000,0 days 00:00:29.608000,0 days 00:00:29.594000,0 days 02:06:38.880000,0 days 02:07:08.488000,0 days 02:07:38.082000,288.0,302.0,293.0,309.0,True,HARD,23.0,True,Ferrari,0 days 02:06:04.521000,,1,7.0,,,False,True
0 days 02:09:11.569000,LEC,16,0 days 00:01:33.569000,40.0,2.0,,,0 days 00:00:34.356000,0 days 00:00:29.507000,0 days 00:00:29.706000,0 days 02:08:12.438000,0 days 02:08:41.945000,0 days 02:09:11.651000,288.0,300.0,293.0,308.0,False,HARD,24.0,True,Ferrari,0 days 02:07:38,,1,7.0,,,False,True
0 days 02:10:44.724000,LEC,16,0 days 00:01:33.155000,41.0,2.0,,,0 days 00:00:34.129000,0 days 00:00:29.437000,0 days 00:00:29.589000,0 days 02:09:45.780000,0 days 02:10:15.217000,0 days 02:10:44.806000,288.0,303.0,295.0,308.0,True,HARD,25.0,True,Ferrari,0 days 02:09:11.569000,,1,7.0,,,False,True
0 days 02:12:18.108000,LEC,16,0 days 00:01:33.384000,42.0,2.0,,,0 days 00:00:34.237000,0 days 00:00:29.412000,0 days 00:00:29.735000,0 days 02:11:19.043000,0 days 02:11:48.455000,0 days 02:12:18.190000,288.0,302.0,293.0,308.0,False,HARD,26.0,True,Ferrari,0 days 02:10:44.724000,,1,7.0,,,False,True
0 days 02:13:51.555000,LEC,16,0 days 00:01:33.447000,43.0,2.0,,,0 days 00:00:34.200000,0 days 00:00:29.505000,0 days 00:00:29.742000,0 days 02:12:52.390000,0 days 02:13:21.895000,0 days 02:13:51.637000,288.0,302.0,295.0,308.0,False,HARD,27.0,True,Ferrari,0 days 02:12:18.108000,,1,7.0,,,False,True
0 days 02:15:24.877000,LEC,16,0 days 00:01:33.322000,44.0,2.0,,,0 days 00:00:34.086000,0 days 00:00:29.571000,0 days 00:00:29.665000,0 days 02:14:25.723000,0 days 02:14:55.294000,0 days 02:15:24.959000,289.0,301.0,297.0,307.0,False,HARD,28.0,True,Ferrari,0 days 02:13:51.555000,,1,7.0,,,False,True
0 days 02:16:58.115000,LEC,16,0 days 00:01:33.238000,45.0,2.0,,,0 days 00:00:34.204000,0 days 00:00:29.407000,0 days 00:00:29.627000,0 days 02:15:59.163000,0 days 02:16:28.570000,0 days 02:16:58.197000,289.0,302.0,296.0,311.0,False,HARD,29.0,True,Ferrari,0 days 02:15:24.877000,,1,7.0,,,False,True
0 days 02:18:31.534000,LEC,16,0 days 00:01:33.419000,46.0,2.0,,,0 days 00:00:34.307000,0 days 00:00:29.518000,0 days 00:00:29.594000,0 days 02:17:32.504000,0 days 02:18:02.022000,0 days 02:18:31.616000,289.0,302.0,296.0,308.0,False,HARD,30.0,True,Ferrari,0 days 02:16:58.115000,,1,7.0,,,False,True
0 days 02:20:04.590000,LEC,16,0 days 00:01:33.056000,47.0,2.0,,,0 days 00:00:34.048000,0 days 00:00:29.457000,0 days 00:00:29.551000,0 days 02:19:05.664000,0 days 02:19:35.121000,0 days 02:20:04.672000,289.0,302.0,296.0,310.0,True,HARD,31.0,True,Ferrari,0 days 02:18:31.534000,,1,7.0,,,False,True
0 days 02:21:38.709000,LEC,16,0 days 00:01:34.119000,48.0,2.0,,,0 days 00:00:34.298000,0 days 00:00:29.780000,0 days 00:00:30.041000,0 days 02:20:38.970000,0 days 02:21:08.750000,0 days 02:21:38.791000,287.0,302.0,293.0,308.0,False,HARD,32.0,True,Ferrari,0 days 02:20:04.590000,,1,7.0,,,False,True
0 days 02:23:12.651000,LEC,16,0 days 00:01:33.942000,49.0,2.0,,,0 days 00:00:34.450000,0 days 00:00:29.716000,0 days 00:00:29.776000,0 days 02:22:13.241000,0 days 02:22:42.957000,0 days 02:23:12.733000,287.0,301.0,293.0,310.0,False,HARD,33.0,True,Ferrari,0 days 02:21:38.709000,,1,7.0,,,False,True
0 days 02:24:48.918000,LEC,16,0 days 00:01:36.267000,50.0,2.0,,,0 days 00:00:35.322000,0 days 00:00:30.056000,0 days 00:00:30.889000,0 days 02:23:48.055000,0 days 02:24:18.111000,0 days 02:24:49,286.0,282.0,266.0,297.0,False,HARD,34.0,True,Ferrari,0 days 02:23:12.651000,,1,7.0,,,False,True
0 days 01:04:29.889000,STR,18,0 days 00:01:39.093000,1.0,1.0,,,,0 days 00:00:30.101000,0 days 00:00:30.336000,,0 days 01:03:59.756000,0 days 01:04:30.021000,288.0,302.0,290.0,304.0,False,MEDIUM,1.0,True,Aston Martin,0 days 01:02:50.632000,,1,4.0,,,False,False
0 days 01:06:06.213000,STR,18,0 days 00:01:36.324000,2.0,1.0,,,0 days 00:00:36.054000,0 days 00:00:30.067000,0 days 00:00:30.203000,0 days 01:05:06.038000,0 days 01:05:36.105000,0 days 01:06:06.308000,283.0,298.0,291.0,302.0,True,MEDIUM,2.0,True,Aston Martin,0 days 01:04:29.889000,,1,4.0,,,False,True
0 days 01:07:41.452000,STR,18,0 days 00:01:35.239000,3.0,1.0,,,0 days 00:00:35.585000,0 days 00:00:29.803000,0 days 00:00:29.851000,0 days 01:06:41.893000,0 days 01:07:11.696000,0 days 01:07:41.547000,283.0,311.0,300.0,317.0,True,MEDIUM,3.0,True,Aston Martin,0 days 01:06:06.213000,,1,4.0,,,False,True
0 days 01:09:17.012000,STR,18,0 days 00:01:35.560000,4.0,1.0,,,0 days 00:00:35.629000,0 days 00:00:29.951000,0 days 00:00:29.980000,0 days 01:08:17.176000,0 days 01:08:47.127000,0 days 01:09:17.107000,285.0,314.0,301.0,316.0,False,MEDIUM,4.0,True,Aston Martin,0 days 01:07:41.452000,,1,4.0,,,False,True
